reviews,date,ratings,year,month,cleaned_reviews,polarity,Sentiment_analysis
"✅ Trip Verified | When you travel British Airways its like you are lucky to be able to be with British Airways staff. Right from the start the check in girl on business told us the flight was closed which was a load of rubbish 1 hour and 10 minutes before the flight. She spent ten minutes on the phone to someone to see if it was too late. Because I need special assistance they didn't have anyone to push my wheelchair so my wife had to do it. My wife now very stressed and I arrive at the finger and when we could see that everyone was still there I asked the man on the desk about being closed and he said nonsense. My wife says thanks for the unnecessary stress. The guys on the desk were great and offered to push my chair which was actually quite a long way. The cabin layout has 7 seats across whereas all the other 787's I have been on have 6. That means they are squeezing in another seat and it is very, very narrow the cabin crew knocking my arm every time they passed by. Of course the 787 is a great aircraft. So for me the seat was below my expectation. I was also amazed that I had to pay £190 to reserve seats, I don't pay anything with other airlines. The food was just OK nothing exciting and the choice of films was not that great but then that is all personal choice. In my opinion fly with a different airline if you can there are seriously better airlines who don't have snobs working for them.",2018-06-25,7,2018,6, when   travel british airways   like     lucky     able     with british airways staff  right from   start   check   girl   business told     flight   closed which     load   rubbish   hour      minutes before   flight    spent   minutes     phone   someone             late  because   need special assistance they didn   have anyone   push   wheelchair     wife            wife   very stressed     arrive     finger   when   could   that everyone   still there   asked         desk about being closed     said nonsense    wife says thanks     unnecessary stress    guys     desk were great   offered   push   chair which   actually quite   long      cabin layout     seats across whereas     other         have been   have    that means they   squeezing   another seat       very  very narrow   cabin crew knocking     every time they passed      course           great aircraft          seat   below   expectation      also amazed that                reserve seats          anything with other airlines    food   just   nothing exciting     choice   films     that great   then that     personal choice      opinion   with   different airline       there   seriously better airlines       have snobs working   them ,0.14064761904761902,Positive
"✅ Trip Verified |  British Airways gets plenty of well deserved kickings but this return flight to Gibraltar was faultless. On time (early arrival in fact), smiling friendly crew, excellent hot meal and plentiful drinks. Gatwick lounge is too small really but we found seats ok. Gibraltar lounge for the dozen or so club passengers is relatively huge.",2018-06-25,4,2018,6,  british airways gets plenty   well deserved kickings   this return flight   gibraltar   faultless    time  early arrival   fact   smiling friendly crew  excellent   meal   plentiful drinks  gatwick lounge     small really     found seats    gibraltar lounge     dozen     club passengers   relatively huge ,0.353125,Positive
"✅ Trip Verified |  BA First Class is not even that any more. Starting with the lounge in T3; this may be an offshoot of the fine Concorde Room in T5, but it need not feel like a rural train station. Poor food, average drinks and an indifferent staff do not compare with LH facilities in FRA or MUC. There is no ground assistance, and boarding was haphazard. Fine Cornish champagne was offered and happily quaffed. The seat was OK, but not in the same class as the new AC J class pods, and not close to the Emirate's suites. Small things like the menu presentation, boarding sufficient food (there are a lot of seats in F), seat comfort (OK, but nothing special) and the toilets (small and curiously offering single-ply paper). The crew were very friendly; the service was decent in delivery, but poor overall. BA, your relentless drive to the bottom is catching up with you, and your First Class product is not worth the name anymore. One can only assume that BA are trying to phase it out as they drive any paying passengers to other airlines who place a serious effort to deliver a superb premium product. And no wi-fi",2018-06-25,10,2018,6,    first class     even that   more  starting with   lounge       this       offshoot     fine concorde room           need   feel like   rural train station  poor food  average drinks     indifferent staff     compare with   facilities          there     ground assistance    boarding   haphazard  fine cornish champagne   offered   happily quaffed    seat              same class           class pods      close     emirate   suites  small things like   menu presentation  boarding sufficient food  there         seats       seat comfort       nothing special      toilets  small   curiously offering single   paper     crew were very friendly    service   decent   delivery    poor overall     your relentless drive     bottom   catching   with      your first class product     worth   name anymore      only assume that     trying   phase       they drive   paying passengers   other airlines   place   serious effort   deliver   superb premium product         ,0.10610670194003527,Positive
"✅ Trip Verified |  Linate to London. The morning of the departure I received an email and a text message from that warned me that my flight had been canceled, with no specified reason. As an alternative They rerouted me on a night flight to Madrid, then to Palma, to arrive the next day in Birmingham. Disappointed of the disservice I called the customer service in England (and waited 40 minutes at my expense before being able to speak with an operator) and I was offered a flight in the evening at 1900, which did not help me to arrive in time to my appointment and therefore declined. I had to find the only possible flight that would allow me to get to London in time, unfortunately it was a last minute flight with another company that cost me a fortune. On top of it, since the flight would arrive no longer at Heathrow but at Stansted, I had to pay the taxi £70 more than the agreed amount if I arrived at Heathrow. British Airways did not take responsibility, I was not reimbursed the new flight I had to book last minute nor the taxi difference. They did not show concern for the inconvenience and the stress caused. The worst has been the answer of their customer Care saying it was not their responsibility!",2018-06-25,3,2018,6,  linate   london    morning     departure   received   email     text message from that warned   that   flight   been canceled  with   specified reason      alternative they rerouted       night flight   madrid  then   palma    arrive   next     birmingham  disappointed     disservice   called   customer service   england    waited    minutes     expense before being able   speak with   operator        offered   flight     evening         which     help     arrive   time     appointment   therefore declined        find   only possible flight that would allow         london   time  unfortunately       last minute flight with another company that cost     fortune           since   flight would arrive   longer   heathrow     stansted            taxi     more than   agreed amount     arrived   heathrow  british airways     take responsibility        reimbursed     flight       book last minute     taxi difference  they     show concern     inconvenience     stress caused    worst   been   answer   their customer care saying       their responsibility ,-0.075,Negative
"✅ Trip Verified | Flew British Airways from JK to London Heathrow then connected London Galwick to Rome. Bag has been lost for 48 hours. No email, phone call, text update. They didn’t even answer my email! My wife and I have had the same clothes on our backs since we left JFK. Thank goodness for washing machines. We have missed out on events. We can’t get into certain places due to dress codes. We had to wait for a store to open to buy toothbrushes and toothpaste. Horrible, horrible service. Then we were told our bag would arrive at our hotel at 4.30 pm yesterday. It’s almost 1 pm the next day and the bag still isn’t here! ",2018-06-23,1,2018,6, flew british airways from     london heathrow then connected london galwick   rome      been lost      hours    email  phone call  text update  they didn   even answer   email    wife     have     same clothes     backs since   left    thank goodness   washing machines    have missed     events          into certain places     dress codes        wait     store   open     toothbrushes   toothpaste  horrible  horrible service  then   were told     would arrive     hotel          yesterday      almost       next         still     here  ,-0.2232142857142857,Negative
✅ Trip Verified | I have flown British Airways numerous times over many years. Sadly the experience has deteriorated significantly recently and this flight was particularly poor. The staff were offhand and one seemed particularly unhappy to be there. The person next to me and I asked for the beef choice but were told that there was none left - too little had apparently been loaded. There was no apology and we were simply told we needed to make another choice. We asked for the fish. After some delay we were given our meals but found we had both been given a vegetarian meal. I had to walk down to the galley to let them know and was told in a very offhand manner that they must have recorded the wrong choice - no apology. Eventually we received the fish which by then was dry and not enjoyable. We were asked for breakfast choices and gave in cards which stated we wanted a light choice 40 minutes before landing. We were not given anything. The service was really poor - and as usual the business seats were falling behind the quality and comfort found in other airlines. BA will really have to improve their product to continue to attract premium passengers.,2018-06-22,1,2018,6,   have flown british airways numerous times over many years  sadly   experience   deteriorated significantly recently   this flight   particularly poor    staff were offhand     seemed particularly unhappy     there    person next         asked     beef choice   were told that there   none left     little   apparently been loaded  there     apology     were simply told   needed   make another choice    asked     fish  after some delay   were given   meals   found     both been given   vegetarian meal        walk down     galley     them know     told     very offhand manner that they must have recorded   wrong choice     apology  eventually   received   fish which   then         enjoyable    were asked   breakfast choices   gave   cards which stated   wanted   light choice    minutes before landing    were   given anything    service   really poor       usual   business seats were falling behind   quality   comfort found   other airlines    will really have   improve their product   continue   attract premium passengers ,-0.07582070707070708,Negative
"✅ Trip Verified | We can not fault the new 'Club World' food and service, on the 747 outbound and 777 inbound it was great! The food was first class, the presentation very attractive, the quality very high - haven't had such tender beef on any airline before (or in a restaurant for that matter lately!) and the new style crockery/glass wear stylishly upmarket. It's worlds away from what it used to be, both crews were attentive, friendly and cheerful. Really liked the way the food came out on a trolley and you could pick and choose what you liked and mix and match if you wanted to. You now get a light day blanket, a padded blanket for night and a mattress protector type thing to put on the base of your seat, much better than the thin always static blanket you used to get. The pillow is larger and tons better than before. Can't believe how fast the time flew and how well we felt on landing both in Seattle and once home again. We do mainly Club Europe flights, shame as if this level of service and food is maintained the new Club World will be a great success.",2018-06-22,3,2018,6,       fault      club world  food   service          outbound       inbound     great    food   first class    presentation very attractive    quality very high   haven     such tender beef     airline before        restaurant   that matter lately         style crockery glass wear stylishly upmarket      worlds away from what   used      both crews were attentive  friendly   cheerful  really liked       food came       trolley     could pick   choose what   liked       match     wanted            light   blanket    padded blanket   night     mattress protector type thing         base   your seat  much better than   thin always static blanket   used        pillow   larger   tons better than before      believe   fast   time flew     well   felt   landing both   seattle   once home again      mainly club europe flights  shame     this level   service   food   maintained     club world will     great success ,0.3043333333333333,Positive
"✅ Trip Verified |  Very disappointing experience - flew out on a 747 400 series (should be scrapped!) Departed late. Loaded aircraft ready for push back, no a/c Temperature was excessively hot all flight, no cool air. Personal Media system broken, split screen. Food quality diabolical. Moody flight attendants, ran out of hand soap. Return flight on A380 left on time, 100% better service, meal quality, and crew, definitely made up for outward flight. Been flying BA for over 25 years, probably would be a last choice in future - sad to see.",2018-06-21,10,2018,6,  very disappointing experience   flew               series  should   scrapped   departed late  loaded aircraft ready   push back        temperature   excessively     flight    cool    personal media system broken  split screen  food quality diabolical  moody flight attendants        hand soap  return flight        left   time       better service  meal quality    crew  definitely made     outward flight  been flying     over    years  probably would     last choice   future         ,-0.05230769230769232,Negative
"✅ Trip Verified |  Calgary to London. Cabin full. Overhead locker full of blankets. Seat excruciatingly uncomfortable and headphone that worked intermittently. Take off about 1945 local time. Evening meal appeared at about 2030 local time. Menu listed seasonal salad (leaf, one small piece of lettuce and cucumber), braised short rib of beef or mushroom ravioli pasta, with butter pecan cake. Only 3 beef meals available. Choice was either pasta or to go hungry. I chose the latter and dined on a small bottle of water and half a cup of tomato juice. Breakfast (a light refreshment including juice, tea and coffee) consisted of a cream cheese roll, and oat biscuit, and half a cup of warm tea some 30 minutes later. We paid extra for World Traveller Plus but I consider that we were conned. Customer services have been useless and on the second time of writing I received the following response, ""Thanks for coming back to us. I completely understand why you’re disappointed we couldn’t offer you our full catering service, especially as on such a long haul flight. I hope our staff explained our catering supplier had an unexpected problem with the systems they use to deliver their catering. This meant they couldn’t provide a full meal service and I absolutely agree this isn’t what you would expect when you travel with us. I’m sorry we’ve let you down."" That is it. Thank you BA. This is the last time we will ever book long haul with you.",2018-06-20,4,2018,6,  calgary   london  cabin full  overhead locker full   blankets  seat excruciatingly uncomfortable   headphone that worked intermittently  take   about      local time  evening meal appeared   about      local time  menu listed seasonal salad  leaf    small piece   lettuce   cucumber   braised short     beef   mushroom ravioli pasta  with butter pecan cake  only   beef meals available  choice   either pasta       hungry    chose   latter   dined     small bottle   water   half       tomato juice  breakfast    light refreshment including juice      coffee  consisted     cream cheese roll      biscuit    half       warm   some    minutes later    paid extra   world traveller plus     consider that   were conned  customer services have been useless       second time   writing   received   following response   thanks   coming back        completely understand       disappointed   couldn   offer     full catering service  especially     such   long haul flight    hope   staff explained   catering supplier     unexpected problem with   systems they     deliver their catering  this meant they couldn   provide   full meal service     absolutely agree this     what   would expect when   travel with        sorry         down   that      thank      this     last time   will ever book long haul with   ,-0.0026143790849673205,Negative
"✅ Trip Verified |  London to Zurich. The airline isn’t bad. Their boarding procedure was very good, though the aircraft was very old. I know it is one of the oldest, and personally I enjoyed it. But if I have to be realistic, it’s very old, loud and uncomfortable. The service isn’t good either, you don’t even get a cup of water. It’s great to hop to London, but don’t expect any kind of special treatment or service.",2018-06-20,2,2018,6,  london   zurich    airline        their boarding procedure   very good  though   aircraft   very      know           oldest    personally   enjoyed          have     realistic      very    loud   uncomfortable    service     good either        even         water      great       london        expect   kind   special treatment   service ,0.3863809523809524,Positive
"✅ Trip Verified |  Glasgow to New York JFK via London. Outgoing flight was on a refurbished 747. Still I could see its age. We had a duo seat at the back of the plane. The plane was hot and there are no air con vents above your head. The IFE was decent and had a good selection. The cabin crew member looking after us was pleasant and friendly and he chatted to us. Flight left close to on time. Service was quick as we were first served at the back. We were given pretzels and drinks first then dinner was about an hour later, which was vegetarian pasta for me. Adequate amount of food served and was tasty. Ice cream and juice/water was served halfway through the flight. We then received a snack before landing which was a sandwich and a toblerone. It was ok. Return flight from Vegas was on a old 747. Horrible old seats with no padding and very dirty. Service was a lot slower as they announced they had less staff. Less drinks served, again food was ok chicken curry this time. Small snack of a egg tortilla yoghurt and muffin served for breakfast. IFE was horrendous on the old 747 tiny grainy screen with a very limited choice. I wouldnt fly BA again if I had a choice because they charge such a large amount for choosing the duo seats. £210 return it cost us and it made the air fare expensive. Also the planes they use are too old and tatty.",2018-06-20,4,2018,6,  glasgow     york     london  outgoing flight       refurbished      still   could                seat     back     plane    plane       there         vents above your head        decent       good selection    cabin crew member looking after     pleasant   friendly     chatted      flight left close     time  service   quick     were first served     back    were given pretzels   drinks first then dinner   about   hour later  which   vegetarian pasta      adequate amount   food served     tasty    cream   juice water   served halfway through   flight    then received   snack before landing which     sandwich     toblerone         return flight from vegas              horrible   seats with   padding   very dirty  service       slower   they announced they   less staff  less drinks served  again food     chicken curry this time  small snack       tortilla yoghurt   muffin served   breakfast      horrendous           tiny grainy screen with   very limited choice    wouldnt     again         choice because they charge such   large amount   choosing     seats       return   cost       made     fare expensive  also   planes they           tatty ,-0.008343253968253977,Negative
"✅ Trip Verified |  Flew on a last minute emergency trip London Heathrow to Baltimore with BA. Most disappointing feature on this roundtrip was the aircraft the new Boeing 787. I found the aircraft too small and cramped for transatlantic routes, in its 3-3-3 seating configuration, despite the crews in flight service and the inflight entertainment being of a generally average economy standard, the aircraft lacked the legroom and seating comfort of the other aircraft I have flown on other transatlantic routes, 777, 767, A340 and 747. BA needs to remove many seats from this aircraft in economy class, also the cabin air temperature was awful and humid, with no individual regulation. This felt to me more like being crammed in to a Boeing 737 on a transatlantic flight.",2018-06-20,7,2018,6,  flew     last minute emergency trip london heathrow   baltimore with    most disappointing feature   this roundtrip     aircraft     boeing        found   aircraft   small   cramped   transatlantic routes            seating configuration  despite   crews   flight service     inflight entertainment being     generally average economy standard    aircraft lacked   legroom   seating comfort     other aircraft   have flown   other transatlantic routes                          needs   remove many seats from this aircraft   economy class  also   cabin   temperature   awful   humid  with   individual regulation  this felt     more like being crammed       boeing         transatlantic flight ,-0.0625,Negative
"✅ Trip Verified |  Earlier this year, my wife and I travelled business class with BA from Dublin to Jo'burg, returning from Cape Town, thru London in each direction. Having paid business class fares, we were then quite taken aback to have to pay an additional €476 for seat selection on the long haul sectors. Had we not selected seats, we could have found ourselves not just separated, but possibly with one of us on the upper deck and one on the lower deck of the A380 on the way out and the 747 on the return flight. We therefore had no choice. What sort of customer retention policy is this? No other airline with whom we have travelled business class has then charged for seat selection, but BA just don't seem to care. It is a rip-off. The forward/rear facing business class seat plan on BA planes is really unattractive, complicated further by having to climb over a sleeping passenger to reach the aisle from a window seat. BA should take a look at the Emirates A380 if they want to see a customer friendly layout. This was our first business class experience with BA. Having flown with middle eastern airlines particularly, we have discovered how much behind the play BA actually are.",2018-06-19,5,2018,6,  earlier this year    wife     travelled business class with   from dublin     burg  returning from cape town  thru london   each direction  having paid business class fares    were then quite taken aback   have       additional        seat selection     long haul sectors        selected seats    could have found ourselves   just separated    possibly with           upper deck         lower deck                              return flight    therefore     choice  what sort   customer retention policy   this    other airline with whom   have travelled business class   then charged   seat selection      just     seem   care               forward rear facing business class seat plan     planes   really unattractive  complicated further   having   climb over   sleeping passenger   reach   aisle from   window seat    should take   look     emirates        they want       customer friendly layout  this     first business class experience with    having flown with middle eastern airlines particularly    have discovered   much behind   play   actually   ,-0.005952380952380955,Negative
"Not Verified |  Los Angeles to London. I booked with AA, LAX to LHR round trip very far in advance. BA is AA partner. Paid for the BA seat selection early to get good seats. BA canceled the flights (coming and going), BA did not inform AA or me that the flights were canceled. All of my text and phone number was entered with BA with my passport number. They should have contacted me. I found out a couple days before my flight because I happened to call to do a meal request. It turns out that BA shifted to smaller planes and I actually spent six hours, over two days trying to get flights on the days I needed to catch up with a tour. All they said is we can't help you. I kept calling and calling and got seats on the days I needed but they were the worst seats on the plane and because they were smaller planed, Premium Economy was awful. Food was terrible. We had pre paid $276 to choose seats. There were no good seats left. We ended up on a night flight right next to the toilets. Which meant the smell, people are bumping into you, the lights going off and toilets flushing for 9 hours. Same seats coming home. I would have been better off flying in coach. I have spent a month trying to get refund for the paid seat selection. I tried to get this before my return flight started because I was still calling and calling to get seats away from the toilets on our return flight and to get our refunds.They wouldn't refund. After returning, I made five phone calls and spent 30 mins filling out a detailed request online. Called again today, was disconnected twice and told there is nothing I could do. It is possible I may get a response in a month regarding my email request. Don't ever fly with them! They used to be the finest airline in the skies but now their system is broken and there is no such thing as customer service. If you have a problem, you will be up a famous creek without a paddle. They have an endless loop of calling, waiting on line, their agent's can't or won't do anything but sell seats. I spoke to many many supervisors, no results. There is no one to solve problems. They pass the buck, have you fill out forms online and no one responds.",2018-06-13,1,2018,6,    angeles   london    booked with          round trip very     advance        partner  paid       seat selection early     good seats    canceled   flights  coming   going         inform       that   flights were canceled        text   phone number   entered with   with   passport number  they should have contacted      found     couple days before   flight because   happened   call       meal request    turns   that   shifted   smaller planes     actually spent   hours  over   days trying     flights     days   needed   catch   with   tour    they said         help      kept calling   calling     seats     days   needed   they were   worst seats     plane   because they were smaller planed  premium economy   awful  food   terrible        paid        choose seats  there were   good seats left    ended       night flight right next     toilets  which meant   smell  people   bumping into      lights going     toilets flushing     hours  same seats coming home    would have been better   flying   coach    have spent   month trying     refund     paid seat selection    tried     this before   return flight started because     still calling   calling     seats away from   toilets     return flight         refunds they wouldn   refund  after returning    made five phone calls   spent    mins filling     detailed request online  called again today    disconnected twice   told there   nothing   could        possible         response     month regarding   email request      ever   with them  they used       finest airline     skies     their system   broken   there     such thing   customer service      have   problem    will       famous creek without   paddle  they have   endless loop   calling  waiting   line  their agent               anything   sell seats    spoke   many many supervisors    results  there         solve problems  they pass   buck  have   fill   forms online       responds ,0.013873626373626383,Positive
"Not Verified |  The overall flight wasn't too bad. Seats and everything was comfy enough, although my girlfriends television didn't work for either the outbound or inbound flight, and little effort was made for a resolution. I understand that it isn't the flight attendants fault,  but it would have been nice if a little more effort than 'there's nothing we can do' was given to the issue! On the flight from Gatwick to Tampa we were stuck on the aircaft for approximately 30-40 minutes as the bridge 'wasn't where it should be' which once again wasn't the worst problem In the world but after a long flight isn't particularly what you wanted! It wasn't the best experience. ",2018-06-13,1,2018,6,    overall flight wasn        seats   everything   comfy enough  although   girlfriends television didn   work   either   outbound   inbound flight    little effort   made     resolution    understand that         flight attendants fault       would have been nice     little more effort than  there   nothing          given     issue      flight from gatwick   tampa   were stuck     aircaft   approximately       minutes     bridge  wasn   where   should    which once again wasn     worst problem     world   after   long flight     particularly what   wanted    wasn     best experience  ,0.04015151515151514,Positive
"✅ Trip Verified | 
BA’s Galleries lounge at CPT is adequate but let down by a poor food selection (including packaged cheese and biscuits, with flimsy wooden knives) and limited wine choices. Champagne was conspicuously lacking. Toilet paper wasn’t being refreshed in the toilets and here was no lock on one of the cubicle doors. There were no information screens, so one had to wait for the tannoy call to board. Boarding itself was efficient, with priority for groups 1 and 2. Seats 62J/K on the upper deck are the best of a mediocre job, and at least there's plenty of storage space in the window bins. Take off was on schedule. FAs went through the motions, with little enthusiasm. The food was the worst we've ever experienced in Club World. The 'smoked chicken salad' was atrocious and the 'scrambled eggs with chives in a tortilla wrap' deserves to be in a museum of culinary horrors. The White Company bedding was a let-down and far removed from the luxury portrayed in adverts. There's little one can do to remedy a hard seat. Landing was ahead of schedule. Overall, a lacklustre flight in an ancient plane with a sub-par business class product. British Airways are falling ever behind their competitors.",2018-06-12,5,2018,6,      galleries lounge       adequate     down     poor food selection  including packaged cheese   biscuits  with flimsy wooden knives    limited wine choices  champagne   conspicuously lacking  toilet paper wasn   being refreshed     toilets   here     lock         cubicle doors  there were   information screens          wait     tannoy call   board  boarding itself   efficient  with priority   groups        seats           upper deck     best     mediocre        least there   plenty   storage space     window bins  take       schedule    went through   motions  with little enthusiasm    food     worst     ever experienced   club world     smoked chicken salad    atrocious      scrambled eggs with chives     tortilla wrap  deserves         museum   culinary horrors    white company bedding       down     removed from   luxury portrayed   adverts  there   little         remedy   hard seat  landing   ahead   schedule  overall    lacklustre flight     ancient plane with       business class product  british airways   falling ever behind their competitors ,-0.12387853692201517,Negative
"✅ Trip Verified |  Gatwick to San Jose. I’ve just stepped onto a BA flight from Gatwick to Costa Rica, an 11.5 hr flight, and can honestly I haven’t seen a screen with so few pixels since the 90s. I  fly other long haul flights and none of BA’s competitors are providing such low quality entertainment.  I used to think of British Airways as being a premium airline - now they’re just rubbish.",2018-06-10,4,2018,6,  gatwick     jose      just stepped onto     flight from gatwick   costa rica           flight      honestly   haven   seen   screen with     pixels since             other long haul flights   none       competitors   providing such   quality entertainment     used   think   british airways   being   premium airline     they   just rubbish ,0.08499999999999999,Positive
"✅ Trip Verified | I took the new option of the new Toronto to London Gatwick which debuted this summer as a seasonal route. Cheaper than the Heathrow service, it was an interesting experiment in whether I could fall back in love with Gatwick. Excellent check in at Pearson as usual, but spoiled by the third party lounge. Goodness knows what BA were thinking, given the old lounge was well run with excellent drinks and food options. The Premium Plaza lounge is cheap and nasty. On time boarding on a near empty flight (too early in the season for the return traffic to have built up). The cabin was a third full. Juice and water offered. No Prosecco in Premium Economy though the crew member couldn't explain why it's not offered to London, but why Champagne in Biz is manageable. On time departure, and a fast drinks service. This is my first experience of Gatwick crew. Fast, sociable, less formal and streets ahead of mixed fleet crew serving Heathrow. (and all over 25!) The meal was vile - overcooked, salty and dry. As the plane was empty, I went back to economy and had three hours sleep across three seats. Awful breakfast of pretzel roll and cream cheese was served before landing. IFE on both legs was dated and still the same selection since my flights at Christmas! An early arrival and fast bags finished off a ok flight. Returning, I liked the biz / first class check in area at LGW - fast and friendly. The lounge at Gatwick was streets ahead of Heathrow. Self serve Champagne and loads of seats. Kept very clean and plenty of food. An upgrade to biz was nice on a full flight. Efficient boarding and a fast coat / drink and menu service. A really fast bar service only 20 mins in, with well cooked food made the service just like the old days of long haul cabin crew from Heathrow. The only thing that spoilt it was off duty BA staff in Biz, chatting (and distracting) the crew on duty while drinking in the aisle and generally being loud and annoying. An early arrival into Toronto finished a near perfect flight, The Gatwick 777s are old - very old with no power in Premium Economy. (currently going through a refurb progamme), but with efficient and friendly crew and on time / early performance - there was little to dislike, and I even liked Gatwick!!",2018-06-09,2,2018,6,   took     option       toronto   london gatwick which debuted this summer     seasonal route  cheaper than   heathrow service        interesting experiment   whether   could fall back   love with gatwick  excellent check     pearson   usual    spoiled     third party lounge  goodness knows what   were thinking  given     lounge   well   with excellent drinks   food options    premium plaza lounge   cheap   nasty    time boarding     near empty flight    early     season     return traffic   have built       cabin     third full  juice   water offered    prosecco   premium economy though   crew member couldn   explain         offered   london      champagne       manageable    time departure      fast drinks service  this     first experience   gatwick crew  fast  sociable  less formal   streets ahead   mixed fleet crew serving heathrow       over        meal   vile   overcooked  salty          plane   empty    went back   economy     three hours sleep across three seats  awful breakfast   pretzel roll   cream cheese   served before landing      both legs   dated   still   same selection since   flights   christmas    early arrival   fast bags finished       flight  returning    liked       first class check   area       fast   friendly    lounge   gatwick   streets ahead   heathrow  self serve champagne   loads   seats  kept very clean   plenty   food    upgrade       nice     full flight  efficient boarding     fast coat   drink   menu service    really fast   service only    mins    with well cooked food made   service just like     days   long haul cabin crew from heathrow    only thing that spoilt       duty   staff      chatting    distracting    crew   duty while drinking     aisle   generally being loud   annoying    early arrival into toronto finished   near perfect flight    gatwick            very   with   power   premium economy   currently going through   refurb progamme     with efficient   friendly crew     time   early performance   there   little   dislike      even liked gatwick  ,0.14535714285714285,Positive
"Not Verified |  First time flying with British Airways in economy on a Transatlantic flight from London to Chicago. I was impressed by the hard work of the professional and friendly Flight Attendants. They walked up and down the plane helping people with various issues and offering good tasty meals, snacks and drinks of all kinds. I will definitely fly British overseas again given a chance. The economy seats on this old but well kept Boeing 747-400 were very comfortable and I am a 5'9"" x 240lbs and still did not feel cramped. I would encourage all my friends to fly British if they want to have a very comfortable flight from the US to Europe. Thank You British Airways, very good service indeed.",2018-06-08,8,2018,6,  first time flying with british airways   economy     transatlantic flight from london   chicago      impressed     hard work     professional   friendly flight attendants  they walked     down   plane helping people with various issues   offering good tasty meals  snacks   drinks     kinds    will definitely   british overseas again given   chance    economy seats   this     well kept boeing         were very comfortable                       still     feel cramped    would encourage     friends     british   they want   have   very comfortable flight from       europe  thank   british airways  very good service indeed ,0.26185185185185184,Positive
"✅ Trip Verified |  Geneva to Vancouver via London. Worst experience. Terrible service and when we wrote with constructive criticism, they offered £25 voucher and no apology - an insult as did not ask for compensation. It's an expensive price to pay for a low cost airline. On a positive point the Geneva to London flights were fine but the 2 long haul flights to Vancouver were abysmal.",2018-06-08,10,2018,6,  geneva   vancouver   london  worst experience  terrible service   when   wrote with constructive criticism  they offered     voucher     apology     insult           compensation        expensive price           cost airline      positive point   geneva   london flights were fine       long haul flights   vancouver were abysmal ,-0.3176767676767677,Negative
✅ Trip Verified |  This is the first time I have flown BA's Club Europe flying from London Heathrow to Corfu. I was not expecting a great deal having read a lot of less than positive reviews online however I was very pleasantly surprised. Shortly after boarding we were offered a welcome drink with a bag of nuts and a choice of magazine to read. Not long after this there was a full drinks service followed but a 4 course meal which was very tasty. I had cured salon followed by chicken breast then ginger cheesecake and a small cheese plate. We were then offered a choice of hot drinks and a top up of champagne. The crew were very attentive and helpful. They had a smile on their face all the time and the flight seemed to zip past. The seats were the usual economy seats with the middle blanked by a tray but for a relatively short trip it was fine. This flight was an upgrade using Avios and I would happily do it again. I paid around 6500 avios and an extra £13 in taxes which I think was very good value for what I had.,2018-06-07,3,2018,6,  this     first time   have flown     club europe flying from london heathrow   corfu        expecting   great deal having read       less than positive reviews online however     very pleasantly surprised  shortly after boarding   were offered   welcome drink with       nuts     choice   magazine   read    long after this there     full drinks service followed       course meal which   very tasty      cured salon followed   chicken breast then ginger cheesecake     small cheese plate    were then offered   choice     drinks           champagne    crew were very attentive   helpful  they     smile   their face     time     flight seemed     past    seats were   usual economy seats with   middle blanked     tray       relatively short trip     fine  this flight     upgrade using avios     would happily     again    paid around      avios     extra       taxes which   think   very good value   what     ,0.18669421487603308,Positive
